id,timestamp_utc,source_id,bess_id,quality,anomaly_score,health_state,anomaly_reason,pcs_phase_voltage_imbalance,pcs_phase_current_imbalance,pcs_dc_voltage_vs_bms_voltage_delta,pcs_dc_current_vs_bms_current_delta,pcs_soc_vs_bms_soc_delta,bms_temperature_spread,bms_cell_voltage_spread,pcs_phase_a_voltage,pcs_phase_b_voltage,pcs_phase_c_voltage,pcs_phase_a_current,pcs_phase_b_current,pcs_phase_c_current,pcs_dc_voltage,pcs_dc_current,pcs_grid_frequency,pcs_charge_discharge_power,pcs_total_active_power,pcs_soc,bms_cluster_total_voltage,bms_cluster_total_current,bms_can_hall_sampling_current,bms_display_soc,bms_soh,bms_cell_max_voltage,bms_cell_min_voltage,bms_battery_max_temperature,bms_battery_min_temperature,bms_average_temperature,bms_insulation_resistance,bms_pre_charge_total_voltage,pcs_fault_flag_count,bms_fault_flag_count,ml_numeric_complete,anomaly_score_ml,ml_predicted_anomaly
632861,2026-08-14T05:23:16.618623+00:00,external_ems_1,bess_1,good,0.3531,warning,PCS phase current imbalance high: 16.6; PCS DC current and BMS current mismatch: 41.2,0.4,16.6,1.3,41.2,0.0,1.9,5.0,239.7,239.3,239.4,99.7,88.9,105.5,878.9,-86.1,50.34,0.0,-17.3,93.9,880.2,-44.9,-50.1,93.9,100.0,3396.0,3391.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7279965530659042,True
632857,2026-08-14T05:23:14.628728+00:00,external_ems_1,bess_1,good,0.3531,warning,PCS phase current imbalance high: 16.6; PCS DC current and BMS current mismatch: 41.2,0.4,16.6,1.3,41.2,0.0,1.9,5.0,239.7,239.3,239.4,99.7,88.9,105.5,878.9,-86.1,50.34,0.0,-17.3,93.9,880.2,-44.9,-50.1,93.9,100.0,3396.0,3391.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7279965530659042,True
632863,2026-08-14T05:23:17.629344+00:00,external_ems_1,bess_1,good,0.3531,warning,PCS phase current imbalance high: 16.6; PCS DC current and BMS current mismatch: 41.2,0.4,16.6,1.3,41.2,0.0,1.9,5.0,239.7,239.3,239.4,99.7,88.9,105.5,878.9,-86.1,50.34,0.0,-17.3,93.9,880.2,-44.9,-50.1,93.9,100.0,3396.0,3391.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7279965530659042,True
632855,2026-08-14T05:23:13.618578+00:00,external_ems_1,bess_1,good,0.3531,warning,PCS phase current imbalance high: 16.6; PCS DC current and BMS current mismatch: 41.2,0.4,16.6,1.3,41.2,0.0,1.9,5.0,239.7,239.3,239.4,99.7,88.9,105.5,878.9,-86.1,50.34,0.0,-17.3,93.9,880.2,-44.9,-50.1,93.9,100.0,3396.0,3391.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7279965530659042,True
633471,2026-08-14T05:28:21.618634+00:00,external_ems_1,bess_1,good,0.4637,warning,PCS phase current imbalance high: 14.5; PCS DC current and BMS current mismatch: 48.3,0.7,14.5,0.7,48.3,0.0,2.0,5.0,238.5,238.7,238.0,105.5,98.4,112.9,879.9,-83.4,50.36,0.0,-71.7,94.7,879.2,-35.1,-45.4,94.7,100.0,3382.0,3377.0,26.7,24.7,25.2,20000.0,855.9,0,0,True,0.7217010122479901,True
633473,2026-08-14T05:28:22.618578+00:00,external_ems_1,bess_1,good,0.4637,warning,PCS phase current imbalance high: 14.5; PCS DC current and BMS current mismatch: 48.3,0.7,14.5,0.7,48.3,0.0,2.0,5.0,238.5,238.7,238.0,105.5,98.4,112.9,879.9,-83.4,50.36,0.0,-71.7,94.7,879.2,-35.1,-45.4,94.7,100.0,3382.0,3377.0,26.7,24.7,25.2,20000.0,855.9,0,0,True,0.7217010122479901,True
629891,2026-08-14T04:58:31.618584+00:00,external_ems_1,bess_1,good,0.4599,warning,PCS phase current imbalance high: 16.2; PCS DC current and BMS current mismatch: 47.9,0.1,16.2,0.4,47.9,0.0,1.8,3.0,239.5,239.4,239.4,110.6,102.8,119.0,877.9,-85.9,50.37,0.0,-84.9,89.6,877.5,-38.0,-44.9,89.6,100.0,3376.0,3373.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.7215105546909506,True
629889,2026-08-14T04:58:30.618580+00:00,external_ems_1,bess_1,good,0.4599,warning,PCS phase current imbalance high: 16.2; PCS DC current and BMS current mismatch: 47.9,0.1,16.2,0.4,47.9,0.0,1.8,3.0,239.5,239.4,239.4,110.6,102.8,119.0,877.9,-85.9,50.37,0.0,-84.9,89.6,877.5,-38.0,-44.9,89.6,100.0,3376.0,3373.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.7215105546909506,True
632337,2026-08-14T05:18:54.618584+00:00,external_ems_1,bess_1,good,0.3944,warning,PCS phase current imbalance high: 21.6; PCS DC current and BMS current mismatch: 43.3,1.5,21.6,1.7,43.3,0.0,1.9,4.0,238.3,236.8,238.0,99.2,84.2,105.8,881.9,-16.3,50.32,0.0,-26.4,93.5,880.2,-59.6,-52.8,93.5,100.0,3384.0,3380.0,26.7,24.8,25.3,20000.0,855.9,0,0,True,0.7205225864247267,True
632837,2026-08-14T05:23:04.628691+00:00,external_ems_1,bess_1,good,0.3801,warning,PCS phase current imbalance high: 24.0,1.2,24.0,3.3,1.8,0.0,1.9,5.0,237.3,236.1,236.9,76.4,89.1,65.1,877.3,-52.6,50.37,0.0,-85.1,93.9,880.6,-54.4,-54.6,93.9,100.0,3406.0,3401.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7200011256499759,True
632829,2026-08-14T05:23:00.618654+00:00,external_ems_1,bess_1,good,0.3801,warning,PCS phase current imbalance high: 24.0,1.2,24.0,3.3,1.8,0.0,1.9,5.0,237.3,236.1,236.9,76.4,89.1,65.1,877.3,-52.6,50.37,0.0,-85.1,93.9,880.6,-54.4,-54.5,93.9,100.0,3406.0,3401.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7200011256499759,True
632835,2026-08-14T05:23:03.618584+00:00,external_ems_1,bess_1,good,0.3801,warning,PCS phase current imbalance high: 24.0,1.2,24.0,3.3,1.8,0.0,1.9,5.0,237.3,236.1,236.9,76.4,89.1,65.1,877.3,-52.6,50.37,0.0,-85.1,93.9,880.6,-54.4,-54.6,93.9,100.0,3406.0,3401.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7200011256499759,True
632831,2026-08-14T05:23:01.618577+00:00,external_ems_1,bess_1,good,0.3801,warning,PCS phase current imbalance high: 24.0,1.2,24.0,3.3,1.8,0.0,1.9,5.0,237.3,236.1,236.9,76.4,89.1,65.1,877.3,-52.6,50.37,0.0,-85.1,93.9,880.6,-54.4,-54.6,93.9,100.0,3406.0,3401.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7200011256499759,True
632833,2026-08-14T05:23:02.628898+00:00,external_ems_1,bess_1,good,0.3801,warning,PCS phase current imbalance high: 24.0,1.2,24.0,3.3,1.8,0.0,1.9,5.0,237.3,236.1,236.9,76.4,89.1,65.1,877.3,-52.6,50.37,0.0,-85.1,93.9,880.6,-54.4,-54.6,93.9,100.0,3406.0,3401.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7200011256499759,True
632827,2026-08-14T05:22:59.619229+00:00,external_ems_1,bess_1,good,0.3801,warning,PCS phase current imbalance high: 24.0,1.2,24.0,3.3,7.8,0.0,1.9,4.0,237.3,236.1,236.9,76.4,89.1,65.1,877.3,-52.6,50.37,0.0,-85.1,93.9,880.6,-60.4,-54.5,93.9,100.0,3403.0,3399.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7196720047425168,True
629825,2026-08-14T04:57:58.629680+00:00,external_ems_1,bess_1,good,0.4121,warning,PCS phase current imbalance high: 16.4; PCS DC current and BMS current mismatch: 44.9,0.2,16.4,2.8,44.9,0.0,1.8,4.0,238.0,237.8,237.9,101.8,92.5,108.9,880.3,-4.7,50.35,0.0,-51.7,89.6,877.5,-49.6,-46.7,89.6,100.0,3395.0,3391.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.7054739773376674,True
629827,2026-08-14T04:57:59.619089+00:00,external_ems_1,bess_1,good,0.4121,warning,PCS phase current imbalance high: 16.4; PCS DC current and BMS current mismatch: 44.9,0.2,16.4,2.8,44.9,0.0,1.8,4.0,238.0,237.8,237.9,101.8,92.5,108.9,880.3,-4.7,50.35,0.0,-51.7,89.6,877.5,-49.6,-46.7,89.6,100.0,3395.0,3391.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.7054739773376674,True
632261,2026-08-14T05:18:16.619452+00:00,external_ems_1,bess_1,good,0.3889,warning,PCS phase current imbalance high: 23.5; PCS DC current and BMS current mismatch: 40.0,1.7,23.5,3.1,40.0,0.0,1.9,3.0,239.9,238.2,239.7,43.5,20.0,41.0,876.8,-20.3,50.32,0.0,-66.2,93.2,879.9,-60.3,-52.8,93.2,100.0,3381.0,3378.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7053107175616505,True
632263,2026-08-14T05:18:17.618709+00:00,external_ems_1,bess_1,good,0.3889,warning,PCS phase current imbalance high: 23.5; PCS DC current and BMS current mismatch: 40.0,1.7,23.5,3.1,40.0,0.0,1.9,3.0,239.9,238.2,239.7,43.5,20.0,41.0,876.8,-20.3,50.32,0.0,-66.2,93.2,879.9,-60.3,-52.8,93.2,100.0,3381.0,3378.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7053107175616505,True
632269,2026-08-14T05:18:20.618749+00:00,external_ems_1,bess_1,good,0.3889,warning,PCS phase current imbalance high: 23.5; PCS DC current and BMS current mismatch: 40.0,1.7,23.5,3.1,40.0,0.0,1.9,3.0,239.9,238.2,239.7,43.5,20.0,41.0,876.8,-20.3,50.32,0.0,-66.2,93.2,879.9,-60.3,-52.8,93.2,100.0,3381.0,3378.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7053107175616505,True
632267,2026-08-14T05:18:19.619197+00:00,external_ems_1,bess_1,good,0.3889,warning,PCS phase current imbalance high: 23.5; PCS DC current and BMS current mismatch: 40.0,1.7,23.5,3.1,40.0,0.0,1.9,3.0,239.9,238.2,239.7,43.5,20.0,41.0,876.8,-20.3,50.32,0.0,-66.2,93.2,879.9,-60.3,-52.8,93.2,100.0,3381.0,3378.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7053107175616505,True
632265,2026-08-14T05:18:18.629866+00:00,external_ems_1,bess_1,good,0.3889,warning,PCS phase current imbalance high: 23.5; PCS DC current and BMS current mismatch: 40.0,1.7,23.5,3.1,40.0,0.0,1.9,3.0,239.9,238.2,239.7,43.5,20.0,41.0,876.8,-20.3,50.32,0.0,-66.2,93.2,879.9,-60.3,-52.8,93.2,100.0,3381.0,3378.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7053107175616505,True
632957,2026-08-14T05:24:04.618580+00:00,external_ems_1,bess_1,good,0.3961,warning,PCS DC current and BMS current mismatch: 44.7,1.3,3.4,1.9,44.7,0.0,1.9,5.0,238.0,238.5,237.2,97.8,101.2,100.0,877.0,-80.2,50.31,0.0,-63.6,94.3,878.9,-35.5,-37.0,94.3,100.0,3388.0,3383.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7040648363587405,True
632959,2026-08-14T05:24:05.618581+00:00,external_ems_1,bess_1,good,0.3961,warning,PCS DC current and BMS current mismatch: 44.7,1.3,3.4,1.9,44.7,0.0,1.9,5.0,238.0,238.5,237.2,97.8,101.2,100.0,877.0,-80.2,50.31,0.0,-63.6,94.3,878.9,-35.5,-37.0,94.3,100.0,3388.0,3383.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7040648363587405,True
632963,2026-08-14T05:24:07.618594+00:00,external_ems_1,bess_1,good,0.3961,warning,PCS DC current and BMS current mismatch: 44.7,1.3,3.4,1.9,44.7,0.0,1.9,5.0,238.0,238.5,237.2,97.8,101.2,100.0,877.0,-80.2,50.31,0.0,-63.6,94.3,878.9,-35.5,-37.0,94.3,100.0,3388.0,3383.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7040648363587405,True
632961,2026-08-14T05:24:06.628980+00:00,external_ems_1,bess_1,good,0.3961,warning,PCS DC current and BMS current mismatch: 44.7,1.3,3.4,1.9,44.7,0.0,1.9,5.0,238.0,238.5,237.2,97.8,101.2,100.0,877.0,-80.2,50.31,0.0,-63.6,94.3,878.9,-35.5,-37.0,94.3,100.0,3388.0,3383.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7040648363587405,True
632983,2026-08-14T05:24:17.618627+00:00,external_ems_1,bess_1,good,0.3999,warning,PCS phase current imbalance high: 24.2; PCS DC current and BMS current mismatch: 34.6,0.7,24.2,0.1,34.6,0.0,1.9,5.0,237.2,237.7,237.9,48.1,43.1,23.9,880.5,-20.9,50.31,0.0,-48.2,94.3,880.6,-55.5,-45.6,94.3,100.0,3403.0,3398.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.703140762174108,True
632987,2026-08-14T05:24:19.628677+00:00,external_ems_1,bess_1,good,0.3999,warning,PCS phase current imbalance high: 24.2; PCS DC current and BMS current mismatch: 34.6,0.7,24.2,0.1,34.6,0.0,1.9,5.0,237.2,237.7,237.9,48.1,43.1,23.9,880.5,-20.9,50.31,0.0,-48.2,94.3,880.6,-55.5,-45.6,94.3,100.0,3403.0,3398.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.703140762174108,True
632985,2026-08-14T05:24:18.618574+00:00,external_ems_1,bess_1,good,0.3999,warning,PCS phase current imbalance high: 24.2; PCS DC current and BMS current mismatch: 34.6,0.7,24.2,0.1,34.6,0.0,1.9,5.0,237.2,237.7,237.9,48.1,43.1,23.9,880.5,-20.9,50.31,0.0,-48.2,94.3,880.6,-55.5,-45.6,94.3,100.0,3403.0,3398.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.703140762174108,True
632981,2026-08-14T05:24:16.628791+00:00,external_ems_1,bess_1,good,0.3999,warning,PCS phase current imbalance high: 24.2; PCS DC current and BMS current mismatch: 34.6,0.7,24.2,0.1,34.6,0.0,1.9,5.0,237.2,237.7,237.9,48.1,43.1,23.9,880.5,-20.9,50.31,0.0,-48.2,94.3,880.6,-55.5,-45.6,94.3,100.0,3403.0,3398.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.703140762174108,True
632821,2026-08-14T05:22:56.619119+00:00,external_ems_1,bess_1,good,0.4864,warning,PCS phase current imbalance high: 17.8; PCS DC current and BMS current mismatch: 49.4,0.9,17.8,0.2,49.4,0.0,1.9,4.0,233.9,233.7,234.6,44.2,37.5,26.4,880.4,-11.0,50.28,0.0,-20.8,93.9,880.6,-60.4,-54.5,93.9,100.0,3403.0,3399.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7029339054604271,True
632817,2026-08-14T05:22:54.618565+00:00,external_ems_1,bess_1,good,0.4864,warning,PCS phase current imbalance high: 17.8; PCS DC current and BMS current mismatch: 49.4,0.9,17.8,0.2,49.4,0.0,1.9,4.0,233.9,233.7,234.6,44.2,37.5,26.4,880.4,-11.0,50.28,0.0,-20.8,93.9,880.6,-60.4,-54.5,93.9,100.0,3403.0,3399.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7029339054604271,True
632823,2026-08-14T05:22:57.618566+00:00,external_ems_1,bess_1,good,0.4864,warning,PCS phase current imbalance high: 17.8; PCS DC current and BMS current mismatch: 49.4,0.9,17.8,0.2,49.4,0.0,1.9,4.0,233.9,233.7,234.6,44.2,37.5,26.4,880.4,-11.0,50.28,0.0,-20.8,93.9,880.6,-60.4,-54.5,93.9,100.0,3403.0,3399.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7029339054604271,True
632819,2026-08-14T05:22:55.628854+00:00,external_ems_1,bess_1,good,0.4864,warning,PCS phase current imbalance high: 17.8; PCS DC current and BMS current mismatch: 49.4,0.9,17.8,0.2,49.4,0.0,1.9,4.0,233.9,233.7,234.6,44.2,37.5,26.4,880.4,-11.0,50.28,0.0,-20.8,93.9,880.6,-60.4,-54.5,93.9,100.0,3403.0,3399.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7029339054604271,True
632843,2026-08-14T05:23:07.628840+00:00,external_ems_1,bess_1,good,0.3816,warning,PCS phase current imbalance high: 19.5; PCS DC current and BMS current mismatch: 42.7,1.2,19.5,1.1,42.7,0.0,1.9,5.0,233.9,232.7,233.9,51.1,49.0,31.6,879.5,-17.5,50.28,0.0,-16.9,93.9,880.6,-60.2,-52.1,93.9,100.0,3407.0,3402.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7022859066336391,True
632849,2026-08-14T05:23:10.629180+00:00,external_ems_1,bess_1,good,0.3816,warning,PCS phase current imbalance high: 19.5; PCS DC current and BMS current mismatch: 42.7,1.2,19.5,1.1,42.7,0.0,1.9,5.0,233.9,232.7,233.9,51.1,49.0,31.6,879.5,-17.5,50.28,0.0,-16.9,93.9,880.6,-60.2,-52.1,93.9,100.0,3407.0,3402.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7022859066336391,True
632845,2026-08-14T05:23:08.618833+00:00,external_ems_1,bess_1,good,0.3816,warning,PCS phase current imbalance high: 19.5; PCS DC current and BMS current mismatch: 42.7,1.2,19.5,1.1,42.7,0.0,1.9,5.0,233.9,232.7,233.9,51.1,49.0,31.6,879.5,-17.5,50.28,0.0,-16.9,93.9,880.6,-60.2,-52.1,93.9,100.0,3407.0,3402.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7022859066336391,True
632847,2026-08-14T05:23:09.618590+00:00,external_ems_1,bess_1,good,0.3816,warning,PCS phase current imbalance high: 19.5; PCS DC current and BMS current mismatch: 42.7,1.2,19.5,1.1,42.7,0.0,1.9,5.0,233.9,232.7,233.9,51.1,49.0,31.6,879.5,-17.5,50.28,0.0,-16.9,93.9,880.6,-60.2,-52.1,93.9,100.0,3407.0,3402.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.7022859066336391,True
632953,2026-08-14T05:24:02.629676+00:00,external_ems_1,bess_1,good,0.4233,warning,PCS DC current and BMS current mismatch: 46.4,1.3,3.4,2.2,46.4,0.0,1.9,5.0,238.0,238.5,237.2,97.8,101.2,100.0,877.0,-80.2,50.31,0.0,-63.6,94.3,879.2,-33.8,-40.5,94.3,100.0,3382.0,3377.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.701922903457939,True
632955,2026-08-14T05:24:03.618579+00:00,external_ems_1,bess_1,good,0.4233,warning,PCS DC current and BMS current mismatch: 46.4,1.3,3.4,2.2,46.4,0.0,1.9,5.0,238.0,238.5,237.2,97.8,101.2,100.0,877.0,-80.2,50.31,0.0,-63.6,94.3,879.2,-33.8,-40.5,94.3,100.0,3382.0,3377.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.701922903457939,True
632785,2026-08-14T05:22:38.618590+00:00,external_ems_1,bess_1,good,0.648,warning,PCS phase current imbalance high: 16.5; PCS DC current and BMS current mismatch: 59.6,0.5,16.5,0.3,59.6,0.0,2.0,5.0,236.6,236.5,237.0,37.8,28.5,21.3,879.3,-6.9,50.33,0.0,-69.3,93.9,879.6,-66.5,-54.3,93.9,100.0,3400.0,3395.0,26.7,24.7,25.2,20000.0,855.9,0,0,True,0.7005084790266991,True
632783,2026-08-14T05:22:37.618635+00:00,external_ems_1,bess_1,good,0.648,warning,PCS phase current imbalance high: 16.5; PCS DC current and BMS current mismatch: 59.6,0.5,16.5,0.3,59.6,0.0,2.0,5.0,236.6,236.5,237.0,37.8,28.5,21.3,879.3,-6.9,50.33,0.0,-69.3,93.9,879.6,-66.5,-54.3,93.9,100.0,3400.0,3395.0,26.7,24.7,25.2,20000.0,855.9,0,0,True,0.7005084790266991,True
632779,2026-08-14T05:22:35.618571+00:00,external_ems_1,bess_1,good,0.648,warning,PCS phase current imbalance high: 16.5; PCS DC current and BMS current mismatch: 59.6,0.5,16.5,0.3,59.6,0.0,2.0,5.0,236.6,236.5,237.0,37.8,28.5,21.3,879.3,-6.9,50.33,0.0,-69.3,93.9,879.6,-66.5,-54.3,93.9,100.0,3400.0,3395.0,26.7,24.7,25.2,20000.0,855.9,0,0,True,0.7005084790266991,True
632781,2026-08-14T05:22:36.629684+00:00,external_ems_1,bess_1,good,0.648,warning,PCS phase current imbalance high: 16.5; PCS DC current and BMS current mismatch: 59.6,0.5,16.5,0.3,59.6,0.0,2.0,5.0,236.6,236.5,237.0,37.8,28.5,21.3,879.3,-6.9,50.33,0.0,-69.3,93.9,879.6,-66.5,-54.3,93.9,100.0,3400.0,3395.0,26.7,24.7,25.2,20000.0,855.9,0,0,True,0.7005084790266991,True
632259,2026-08-14T05:18:15.629300+00:00,external_ems_1,bess_1,good,0.3705,warning,PCS phase current imbalance high: 23.5; PCS DC current and BMS current mismatch: 22.2,1.7,23.5,2.4,22.2,0.0,1.9,5.0,239.9,238.2,239.7,43.5,20.0,41.0,876.8,-20.3,50.32,0.0,-66.2,93.2,879.2,-42.5,-49.8,93.2,100.0,3397.0,3392.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.6993020799386197,True
630151,2026-08-14T05:00:41.618550+00:00,external_ems_1,bess_1,good,0.3754,warning,PCS phase current imbalance high: 8.1; PCS DC current and BMS current mismatch: 43.4,1.1,8.1,1.8,43.4,0.0,1.8,4.0,238.6,238.1,237.5,104.8,102.1,110.2,875.4,-90.3,50.33,0.0,-16.2,90.0,877.2,-46.9,-48.4,90.0,100.0,3395.0,3391.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6978999864061063,True
630153,2026-08-14T05:00:42.628728+00:00,external_ems_1,bess_1,good,0.3754,warning,PCS phase current imbalance high: 8.1; PCS DC current and BMS current mismatch: 43.4,1.1,8.1,1.8,43.4,0.0,1.8,4.0,238.6,238.1,237.5,104.8,102.1,110.2,875.4,-90.3,50.33,0.0,-16.2,90.0,877.2,-46.9,-48.4,90.0,100.0,3395.0,3391.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6978999864061063,True
630147,2026-08-14T05:00:39.618578+00:00,external_ems_1,bess_1,good,0.3754,warning,PCS phase current imbalance high: 8.1; PCS DC current and BMS current mismatch: 43.4,1.1,8.1,1.8,43.4,0.0,1.8,4.0,238.6,238.1,237.5,104.8,102.1,110.2,875.4,-90.3,50.33,0.0,-16.2,90.0,877.2,-46.9,-48.4,90.0,100.0,3395.0,3391.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6978999864061063,True
630149,2026-08-14T05:00:40.629376+00:00,external_ems_1,bess_1,good,0.3754,warning,PCS phase current imbalance high: 8.1; PCS DC current and BMS current mismatch: 43.4,1.1,8.1,1.8,43.4,0.0,1.8,4.0,238.6,238.1,237.5,104.8,102.1,110.2,875.4,-90.3,50.33,0.0,-16.2,90.0,877.2,-46.9,-48.4,90.0,100.0,3395.0,3391.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6978999864061063,True
632883,2026-08-14T05:23:27.618573+00:00,external_ems_1,bess_1,good,0.3896,warning,PCS phase current imbalance high: 24.4,0.7,24.4,0.3,3.8,0.0,1.9,5.0,237.5,237.3,238.0,45.0,35.6,20.6,880.9,-53.7,50.34,0.0,-56.0,93.9,880.6,-49.9,-48.2,93.9,100.0,3393.0,3388.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.6973947926510226,True
632881,2026-08-14T05:23:26.628675+00:00,external_ems_1,bess_1,good,0.3896,warning,PCS phase current imbalance high: 24.4,0.7,24.4,0.3,3.8,0.0,1.9,5.0,237.5,237.3,238.0,45.0,35.6,20.6,880.9,-53.7,50.34,0.0,-56.0,93.9,880.6,-49.9,-48.2,93.9,100.0,3393.0,3388.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.6973947926510226,True
632885,2026-08-14T05:23:28.618568+00:00,external_ems_1,bess_1,good,0.3896,warning,PCS phase current imbalance high: 24.4,0.7,24.4,0.3,3.8,0.0,1.9,5.0,237.5,237.3,238.0,45.0,35.6,20.6,880.9,-53.7,50.34,0.0,-56.0,93.9,880.6,-49.9,-48.2,93.9,100.0,3393.0,3388.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.6973947926510226,True
632887,2026-08-14T05:23:29.618561+00:00,external_ems_1,bess_1,good,0.3896,warning,PCS phase current imbalance high: 24.4,0.7,24.4,0.3,3.8,0.0,1.9,5.0,237.5,237.3,238.0,45.0,35.6,20.6,880.9,-53.7,50.34,0.0,-56.0,93.9,880.6,-49.9,-48.2,93.9,100.0,3393.0,3388.0,26.7,24.8,25.2,20000.0,855.9,0,0,True,0.6973947926510226,True
629701,2026-08-14T04:56:56.618567+00:00,external_ems_1,bess_1,good,0.4769,warning,PCS phase current imbalance high: 25.2; PCS DC current and BMS current mismatch: 48.1,0.6,25.2,0.1,48.1,0.0,1.8,4.0,236.6,236.0,236.6,58.1,63.3,38.1,877.0,-14.6,50.33,0.0,-74.4,89.2,876.9,-62.7,-50.6,89.2,100.0,3393.0,3389.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6973217434918562,True
629703,2026-08-14T04:56:57.618569+00:00,external_ems_1,bess_1,good,0.4769,warning,PCS phase current imbalance high: 25.2; PCS DC current and BMS current mismatch: 48.1,0.6,25.2,0.1,48.1,0.0,1.8,4.0,236.6,236.0,236.6,58.1,63.3,38.1,877.0,-14.6,50.33,0.0,-74.4,89.2,876.9,-62.7,-50.6,89.2,100.0,3393.0,3389.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6973217434918562,True
629705,2026-08-14T04:56:58.629234+00:00,external_ems_1,bess_1,good,0.4769,warning,PCS phase current imbalance high: 25.2; PCS DC current and BMS current mismatch: 48.1,0.6,25.2,0.1,48.1,0.0,1.8,4.0,236.6,236.0,236.6,58.1,63.3,38.1,877.0,-14.6,50.33,0.0,-74.4,89.2,876.9,-62.7,-50.6,89.2,100.0,3393.0,3389.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6973217434918562,True
629709,2026-08-14T04:57:00.618612+00:00,external_ems_1,bess_1,good,0.4769,warning,PCS phase current imbalance high: 25.2; PCS DC current and BMS current mismatch: 48.1,0.6,25.2,0.1,48.1,0.0,1.8,4.0,236.6,236.0,236.6,58.1,63.3,38.1,877.0,-14.6,50.33,0.0,-74.4,89.2,876.9,-62.7,-50.6,89.2,100.0,3393.0,3389.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6973217434918562,True
629707,2026-08-14T04:56:59.619083+00:00,external_ems_1,bess_1,good,0.4769,warning,PCS phase current imbalance high: 25.2; PCS DC current and BMS current mismatch: 48.1,0.6,25.2,0.1,48.1,0.0,1.8,4.0,236.6,236.0,236.6,58.1,63.3,38.1,877.0,-14.6,50.33,0.0,-74.4,89.2,876.9,-62.7,-50.6,89.2,100.0,3393.0,3389.0,26.6,24.8,25.2,20000.0,855.9,0,0,True,0.6973217434918562,True
632777,2026-08-14T05:22:34.618579+00:00,external_ems_1,bess_1,good,0.6063,warning,PCS phase current imbalance high: 16.5; PCS DC current and BMS current mismatch: 57.0,0.5,16.5,0.1,57.0,0.0,1.9,4.0,236.6,236.5,237.0,37.8,28.5,21.3,879.3,-6.9,50.33,0.0,-69.3,93.9,879.2,-63.9,-51.7,93.9,100.0,3402.0,3398.0,26.6,24.7,25.2,20000.0,855.9,0,0,True,0.6961487354887279,True
